mod,fn,size,ninstr,has_call,has_loop,nflt,ncond,m2c_ok,m2c_struct,m2c_flow,m2c_calls,band,status,base_score,best_score,attempts,notes
uvgui_rom,func_uvgui_rom_00406B08,116,29,False,False,18,2,1,1,0,0,P3,no-seed,,,0,
uvgui_rom,func_uvgui_rom_00406B88,672,168,True,False,71,24,0,1,0,0,,asm,,,0,
uvled_rom,func_uvled_rom_00400148,408,102,True,True,24,2,0,1,1,1,,asm,,,0,
uvled_rom,func_uvled_rom_0040035C,180,45,False,False,30,0,1,0,0,0,P2,banked,1285,,0,
uvled_rom,func_uvled_rom_00400410,184,46,False,True,0,1,0,1,1,0,,asm,,,0,
uvled_rom,func_uvled_rom_004004C8,732,183,True,True,24,15,0,1,1,1,,asm,,,0,
uvled_rom,func_uvled_rom_004007A4,904,226,True,True,50,17,0,1,1,1,,asm,,,0,
uvled_rom,func_uvled_rom_00400B2C,216,54,True,True,0,3,0,1,1,0,,asm,,,0,
uvled_rom,func_uvled_rom_00400C04,504,126,True,True,0,12,0,1,1,0,,asm,,,0,
uvled_rom,func_uvled_rom_00400DFC,936,237,True,True,73,17,0,1,1,1,,asm,,,0,
filerom,func_filerom_0040007C,436,109,True,True,0,16,0,0,1,0,,asm,,,0,
filerom,func_filerom_00400230,64,16,False,True,0,3,1,1,1,0,,asm,,,0,
filerom,func_filerom_00400270,152,38,True,True,0,3,0,1,1,1,,asm,,,0,
filerom,func_filerom_00400308,92,23,True,False,0,2,0,1,0,1,,asm,,,0,
filerom,func_filerom_00400364,304,76,True,True,0,10,0,1,1,1,,asm,,,0,
filerom,func_filerom_00400494,48,15,False,False,0,1,1,0,0,0,P1,banked,0,,0,
motion,func_motion_00400278,116,29,True,False,0,1,0,1,0,0,,asm,,,0,
motion,func_motion_004002EC,1116,279,True,False,130,3,0,1,0,1,,asm,,,0,
motion,func_motion_00400748,1580,395,False,False,266,14,1,0,1,0,S,hs-ready,29515,,0,
motion,func_motion_00400D74,480,120,False,False,78,12,1,1,1,0,S,asm,,,0,
motion,func_motion_00400F54,952,238,True,True,57,9,0,1,1,1,,asm,,,0,
motion,func_motion_0040130C,164,41,True,False,6,1,1,1,0,0,,asm,,,0,
motion,func_motion_004013B0,1076,269,True,True,42,14,0,1,1,1,,asm,,,0,
motion,func_motion_004017E4,912,228,True,True,50,10,0,1,1,0,,asm,,,0,
motion,func_motion_00401B94,7404,1851,True,True,504,233,1,0,1,0,,asm,,,0,
motion,func_motion_004038C8,244,61,True,False,16,4,0,1,0,0,,asm,,,0,
motion,func_motion_004039BC,584,146,True,False,14,11,0,1,0,1,,asm,,,0,
motion,func_motion_00403C04,416,104,True,False,23,12,0,1,0,0,,asm,,,0,
motion,func_motion_00403DA4,208,52,True,False,0,8,1,1,0,0,,asm,,,0,
motion,func_motion_00403E74,984,246,True,False,133,29,0,1,1,1,,asm,,,0,
motion,func_motion_0040424C,464,116,True,False,38,17,0,1,0,0,,asm,,,0,
motion,func_motion_0040441C,336,84,True,False,37,7,1,1,0,0,,asm,,,0,
motion,func_motion_0040456C,764,191,True,False,95,32,1,1,1,0,,asm,,,0,
motion,func_motion_00404868,904,226,True,False,111,47,1,1,1,0,,asm,,,0,
motion,func_motion_00404BF0,52,13,True,False,0,0,0,1,0,0,,asm,,,0,
motion,func_motion_00404C24,2332,583,True,False,251,99,0,1,1,0,,asm,,,0,
motion,func_motion_00405540,124,31,True,True,0,1,0,0,1,1,,asm,,,0,
motion,func_motion_004055BC,228,57,True,False,24,5,1,1,0,0,,asm,,,0,
motion,func_motion_004056A0,128,32,False,False,25,2,1,1,0,0,P3,no-seed,,,0,
motion,func_motion_00405720,196,49,True,False,4,0,0,1,0,0,,asm,,,0,
motion,func_motion_004057E4,864,216,True,True,106,31,0,1,1,0,,asm,,,0,
motion,func_motion_00405B44,568,142,True,False,75,15,0,1,0,0,,asm,,,0,
motion,func_motion_00405D7C,224,56,False,False,37,8,1,1,0,0,P3,no-seed,,,0,
motion,func_motion_00405EBC,832,208,True,False,42,7,1,1,0,0,,asm,,,0,
motion,func_motion_004061FC,636,159,True,False,22,0,0,1,0,1,,asm,,,0,
motion,func_motion_00406478,620,155,True,False,16,4,0,1,0,1,,asm,,,0,
motion,func_motion_004066E4,884,221,True,False,24,3,0,1,0,1,,asm,,,0,
motion,func_motion_00406A58,472,118,True,False,28,0,0,1,0,1,,asm,,,0,
motion,func_motion_00406C30,2936,734,True,True,125,17,0,1,1,0,,asm,,,0,
motion,func_motion_004077A8,924,231,True,False,2,27,1,0,1,0,,asm,,,0,
motion,func_motion_00407B44,204,51,True,False,0,5,1,1,1,0,,asm,,,0,
motion,func_motion_00407C10,944,236,True,False,16,36,0,1,1,1,,asm,,,0,
motion,func_motion_00407FC0,660,165,True,False,0,20,0,1,1,1,,asm,,,0,
motion,func_motion_00408254,1416,354,True,True,54,21,0,1,1,1,,asm,,,0,
motion,func_motion_004087DC,356,89,True,True,0,7,0,1,1,0,,asm,,,0,
motion,func_motion_00408940,324,81,True,True,2,5,1,1,1,0,,asm,,,0,
motion,func_motion_00408A84,1140,285,True,True,35,15,0,1,1,1,,asm,,,0,
motion,func_motion_00408EF8,220,55,True,False,0,2,0,1,0,0,,asm,,,0,
motion,func_motion_00408FD4,1888,472,True,True,73,48,1,0,1,0,,asm,,,0,
motion,func_motion_00409734,388,97,True,False,15,7,0,1,0,1,,asm,,,0,
motion,func_motion_004098B8,540,135,True,False,3,7,0,1,0,0,,asm,,,0,
motion,func_motion_00409AD4,104,26,True,False,0,1,0,1,0,1,,asm,,,0,
motion,func_motion_00409B3C,300,75,True,False,19,0,1,1,0,0,,asm,,,0,
motion,func_motion_00409C68,1892,473,True,True,145,43,0,1,1,1,,asm,,,0,
motion,func_motion_0040A3CC,4384,1096,True,True,170,75,0,1,1,1,,asm,,,0,
motion,func_motion_0040B4EC,716,179,True,True,13,19,0,1,1,0,,asm,,,0,
motion,func_motion_0040B7B8,1064,266,True,True,28,21,0,1,1,1,,asm,,,0,
motion,func_motion_0040BBE0,1024,256,True,False,126,44,1,1,1,0,,asm,,,0,
motion,func_motion_0040BFE0,2044,511,True,True,86,36,0,1,1,1,,asm,,,0,
motion,func_motion_0040C7DC,196,49,True,False,0,3,1,1,0,0,,asm,,,0,
motion,func_motion_0040C8A0,7964,1991,True,True,344,104,0,1,1,1,,asm,,,0,
motion,func_motion_0040E7BC,2484,621,True,True,187,56,1,0,1,0,,asm,,,0,
motion,func_motion_0040F170,380,95,False,False,94,0,1,1,0,0,P3,no-seed,,,0,
motion,func_motion_0040F2EC,184,46,True,False,11,1,1,1,0,0,,asm,,,0,
motion,func_motion_0040F3A4,128,32,False,False,17,3,1,1,0,0,P3,no-seed,,,0,
motion,func_motion_0040F424,272,68,True,False,26,6,0,1,0,0,,asm,,,0,
motion,func_motion_0040F534,352,88,False,False,41,15,1,1,0,0,P3,no-seed,,,0,
motion,func_motion_0040F694,2032,508,True,False,292,72,1,1,0,0,,asm,,,0,
motion,func_motion_0040FE84,7472,1868,True,True,185,151,0,1,1,1,,asm,,,0,
motion,func_motion_00411BB4,176,44,True,False,0,4,0,1,0,0,,asm,,,0,
motion,func_motion_00411C64,2788,697,True,True,364,64,0,1,1,0,,asm,,,0,
motion,func_motion_00412770,932,233,True,True,111,21,0,1,1,1,,asm,,,0,
motion,func_motion_00412B14,476,119,True,True,4,14,0,1,1,0,,asm,,,0,
motion,func_motion_00412CF0,340,85,True,False,8,7,0,1,0,1,,asm,,,0,
motion,func_motion_00412E44,244,61,True,False,0,1,1,1,0,0,,asm,,,0,
motion,func_motion_00412F38,428,107,True,False,8,0,0,1,0,0,,asm,,,0,
motion,func_motion_004130E4,416,104,True,False,17,9,0,1,0,0,,asm,,,0,
motion,func_motion_00413284,740,185,True,False,43,22,0,1,1,0,,asm,,,0,
motion,func_motion_00413568,3784,946,True,False,323,151,0,1,1,0,,asm,,,0,
motion,func_motion_00414430,812,203,True,False,50,30,1,1,1,0,,asm,,,0,
motion,func_motion_00414774,756,189,True,False,93,4,0,1,0,0,,asm,,,0,
motion,func_motion_00414A70,320,80,True,False,13,0,0,1,0,0,,asm,,,0,
motion,func_motion_00414BB0,1564,391,True,False,77,11,0,1,0,0,,asm,,,0,
motion,func_motion_004151CC,748,187,True,True,61,16,0,1,1,0,,asm,,,0,
motion,func_motion_004154B8,620,155,True,True,35,10,0,1,1,0,,asm,,,0,
motion,func_motion_00415724,260,65,True,False,30,5,0,1,0,0,,asm,,,0,
motion,func_motion_00415828,72,18,True,False,1,2,0,1,0,0,,asm,,,0,
motion,func_motion_00415878,220,55,True,False,5,6,1,1,0,0,,asm,,,0,
motion,func_motion_00415954,232,58,True,False,7,6,1,1,0,0,,asm,,,0,
motion,func_motion_00415A3C,276,69,True,True,11,8,1,1,1,0,,asm,,,0,
uvterrald_rom,func_uvterrald_rom_0040009C,132,33,True,False,0,1,0,0,0,1,,asm,,,0,
uvterrald_rom,func_uvterrald_rom_00400120,1960,490,True,True,16,46,0,1,1,0,,asm,,,0,
uvterrald_rom,func_uvterrald_rom_004008C8,412,106,True,True,0,12,0,1,1,0,,asm,,,0,
battle,func_battle_004006A4,228,57,True,True,0,1,0,1,1,0,,asm,,,0,
battle,func_battle_00400788,1456,364,True,True,4,21,0,1,1,1,,asm,,,0,
battle,func_battle_00400D38,120,30,True,True,0,3,0,0,1,1,,asm,,,0,
battle,func_battle_00400DB0,1384,346,True,True,13,33,0,1,1,1,,asm,,,0,
battle,func_battle_00401318,192,48,True,False,0,4,0,1,0,0,,asm,,,0,
battle,func_battle_004013D8,1680,420,True,True,36,19,0,1,1,1,,asm,,,0,
battle,func_battle_00401A68,204,51,True,False,0,0,0,1,0,0,,asm,,,0,
battle,func_battle_00401B34,132,33,True,False,0,3,0,1,0,1,,asm,,,0,
battle,func_battle_00401BB8,504,126,True,False,9,9,0,1,0,1,,asm,,,0,
battle,func_battle_00401DB0,2464,616,True,True,6,17,0,1,1,1,,asm,,,0,
battle,func_battle_00402750,220,55,True,False,10,2,0,1,0,0,,asm,,,0,
battle,func_battle_0040282C,1188,297,True,True,56,5,0,1,1,0,,asm,,,0,
battle,func_battle_00402CD0,668,167,True,True,9,3,0,1,1,0,,asm,,,0,
battle,func_battle_00402F6C,1984,496,True,True,33,15,0,1,1,0,,asm,,,0,
battle,func_battle_0040372C,808,202,True,True,20,14,0,1,1,0,,asm,,,0,
battle,func_battle_00403A54,692,173,True,True,27,12,0,1,1,0,,asm,,,0,
battle,func_battle_00403D08,876,219,True,False,18,0,0,1,0,0,,asm,,,0,
battle,func_battle_00404074,488,122,True,False,20,12,0,1,1,0,,asm,,,0,
battle,func_battle_0040425C,476,119,True,False,24,9,0,1,0,0,,asm,,,0,
battle,func_battle_00404438,328,82,True,True,17,1,0,1,1,1,,asm,,,0,
battle,func_battle_00404580,276,69,True,True,10,2,0,1,1,0,,asm,,,0,
battle,func_battle_00404694,820,205,True,False,64,15,0,1,0,1,,asm,,,0,
battle,func_battle_004049C8,1360,340,True,True,24,30,1,0,1,0,,asm,,,0,
battle,func_battle_00404F18,132,33,False,False,12,1,1,1,0,0,P3,no-seed,,,0,
battle,func_battle_00404F9C,152,38,True,False,9,2,1,1,0,0,,asm,,,0,
battle,func_battle_00405034,160,40,True,False,10,2,1,1,0,0,,asm,,,0,
battle,func_battle_004050D4,1124,281,True,True,25,15,0,1,1,1,,asm,,,0,
battle,func_battle_00405538,556,139,True,True,41,13,0,1,1,1,,asm,,,0,
battle,func_battle_00405764,696,174,True,False,71,27,0,1,0,1,,asm,,,0,
battle,func_battle_00405A1C,192,48,True,False,6,0,0,1,0,1,,asm,,,0,
battle,func_battle_00405ADC,352,88,True,True,10,7,0,1,1,1,,asm,,,0,
battle,func_battle_00405C3C,248,62,False,True,5,9,1,1,1,0,,asm,,,0,
battle,func_battle_00405D34,308,77,True,True,0,11,0,1,1,1,,asm,,,0,
battle,func_battle_00405E68,776,194,True,False,80,9,0,1,0,0,,asm,,,0,
battle,func_battle_00406170,468,117,True,True,8,6,0,1,1,1,,asm,,,0,
battle,func_battle_00406344,488,122,True,True,15,15,0,1,1,1,,asm,,,0,
battle,func_battle_0040652C,600,150,True,True,18,12,0,1,1,0,,asm,,,0,
battle,func_battle_00406784,128,32,True,False,2,0,0,1,0,0,,asm,,,0,
battle,func_battle_00406804,252,63,True,False,7,0,0,1,0,0,,asm,,,0,
battle,func_battle_00406900,84,21,True,False,2,0,0,1,0,0,,asm,,,0,
battle,func_battle_00406954,380,95,True,True,24,4,0,1,1,0,,asm,,,0,
battle,func_battle_00406AD0,436,109,True,True,7,8,0,1,1,1,,asm,,,0,
battle,func_battle_00406C84,532,133,True,True,15,18,0,1,1,1,,asm,,,0,
battle,func_battle_00406E98,956,239,True,True,18,37,1,0,1,0,,asm,,,0,
battle,func_battle_00407254,232,58,True,False,6,0,0,1,0,0,,asm,,,0,
battle,func_battle_0040733C,128,32,True,False,2,0,0,1,0,0,,asm,,,0,
battle,func_battle_004073BC,900,225,True,False,32,16,0,1,0,1,,asm,,,0,
battle,func_battle_00407740,428,107,True,False,24,2,0,1,0,0,,asm,,,0,
battle,func_battle_004078EC,380,95,True,True,24,4,0,1,1,0,,asm,,,0,
battle,func_battle_00407A68,496,124,True,False,16,13,1,1,0,0,,asm,,,0,
battle,func_battle_00407C58,364,91,True,True,0,1,0,1,1,1,,asm,,,0,
battle,func_battle_00407DC4,180,45,True,True,0,8,0,1,1,1,,asm,,,0,
battle,func_battle_00407E78,184,46,True,False,0,1,1,1,0,0,,asm,,,0,
battle,func_battle_00407F30,196,49,True,False,0,0,0,1,0,0,,asm,,,0,
battle,func_battle_00407FF4,136,34,False,True,4,6,0,1,1,0,,asm,,,0,
battle,func_battle_0040807C,348,87,True,False,14,0,0,1,0,1,,asm,,,0,
battle,func_battle_004081D8,636,159,True,False,26,4,0,1,0,1,,asm,,,0,
battle,func_battle_00408454,420,105,True,False,24,2,0,1,0,0,,asm,,,0,
battle,func_battle_004085F8,608,152,True,False,29,1,0,1,0,1,,asm,,,0,
battle,func_battle_00408858,792,198,True,False,26,7,0,1,0,1,,asm,,,0,
battle,func_battle_00408B70,600,150,True,False,27,1,0,1,0,1,,asm,,,0,
battle,func_battle_00408DC8,808,202,True,False,24,8,0,1,0,1,,asm,,,0,
battle,func_battle_004090F0,84,21,True,False,2,0,0,1,0,0,,asm,,,0,
battle,func_battle_00409144,464,116,True,True,27,5,0,1,1,0,,asm,,,0,
battle,func_battle_00409314,252,63,True,True,0,8,0,1,1,0,,asm,,,0,
battle,func_battle_00409410,652,163,True,True,27,9,0,1,1,0,,asm,,,0,
battle,func_battle_0040969C,412,103,True,False,8,1,0,1,0,1,,asm,,,0,
battle,func_battle_00409838,216,54,True,False,0,0,1,1,0,0,,asm,,,0,
battle,func_battle_00409910,324,84,True,False,13,6,1,1,0,0,,asm,,,0,
uvquery_rom,func_uvquery_rom_00400294,568,142,False,True,24,15,1,1,1,0,,asm,,,0,
uvquery_rom,func_uvquery_rom_004004F4,100,25,False,True,0,3,0,0,1,0,,asm,,,0,
uvquery_rom,func_uvquery_rom_00400558,104,26,False,True,0,3,0,0,1,0,,asm,,,0,
shadow,func_shadow_00400108,96,24,False,True,2,3,1,1,1,0,,asm,,,0,
shadow,func_shadow_00400180,736,184,True,False,99,21,1,1,1,0,,asm,,,0,
shadow,func_shadow_00400460,56,14,True,False,0,1,0,1,0,1,,asm,,,0,
shadow,func_shadow_00400498,696,174,True,False,61,16,0,1,0,1,,asm,,,0,
shadow,func_shadow_00400750,936,236,True,True,82,8,0,1,1,0,,asm,,,0,
uvcont_rom,func_uvcont_rom_004002D8,812,203,True,True,0,28,0,1,1,1,,hs-import-ok,,,0,
uvcont_rom,func_uvcont_rom_0040061C,36,9,False,False,1,0,0,0,0,0,S,banked,,,0,
uvcont_rom,func_uvcont_rom_00400640,56,14,False,False,0,1,0,0,0,0,S,hs-ready,105,,0,
uvcont_rom,func_uvcont_rom_0040072C,60,15,False,False,4,0,0,1,0,0,S,hs-ready,250,,0,
uvcont_rom,func_uvcont_rom_0040079C,100,25,True,False,0,0,0,1,0,1,,hs-ready,0,,0,
uvcont_rom,func_uvcont_rom_00400834,320,80,False,True,0,12,0,1,1,0,,hs-ready,7060,,0,
uvcont_rom,func_uvcont_rom_00400974,128,32,False,False,0,5,0,0,0,0,S,banked,420,,0,
uvcont_rom,func_uvcont_rom_004009F4,164,41,False,True,2,1,0,1,1,0,,hs-ready,2720,,0,
uvcont_rom,func_uvcont_rom_00400A98,196,49,True,False,0,0,0,1,0,1,,hs-ready,0,,0,
uvcont_rom,func_uvcont_rom_00400B5C,308,77,False,False,20,15,1,0,0,0,P2,hs-ready,870,,0,
uvcont_rom,func_uvcont_rom_00400C90,184,46,True,False,0,4,0,1,1,1,,hs-ready,410,,0,
uvcont_rom,func_uvcont_rom_00400D5C,240,60,True,False,0,6,0,1,1,1,,banked,15,,0,
uvcont_rom,func_uvcont_rom_00400E4C,164,41,True,False,0,2,0,0,0,1,,hs-ready,530,,0,
uvcont_rom,func_uvcont_rom_00400EF0,164,41,True,False,0,0,0,0,0,1,,hs-ready,270,,0,
uvcont_rom,func_uvcont_rom_00401024,292,73,True,False,0,13,0,0,0,1,,hs-ready,945,,0,
uvcont_rom,func_uvcont_rom_00401148,180,45,True,False,0,5,0,0,0,1,,hs-ready,1550,,0,
uvcont_rom,func_uvcont_rom_004011FC,144,36,True,False,0,4,0,0,1,1,,hs-import-ok,,,0,
uvcont_rom,func_uvcont_rom_0040128C,348,87,True,False,0,6,1,0,1,0,,hs-ready,5,,0,
uvcont_rom,func_uvcont_rom_004013E8,144,36,True,True,0,5,1,0,1,1,,hs-import-ok,,,0,
uvcont_rom,func_uvcont_rom_00401478,160,40,True,True,0,5,1,0,1,1,,hs-import-ok,,,0,
uvcont_rom,func_uvcont_rom_00401520,184,46,True,False,0,8,0,1,0,1,,hs-ready,45,,0,
uvcont_rom,func_uvcont_rom_004015D8,128,32,True,False,0,4,0,0,0,1,,banked,15,,0,
uvcont_rom,func_uvcont_rom_00401658,200,50,True,False,0,2,0,0,0,1,,hs-ready,0,,0,
uvcont_rom,func_uvcont_rom_00401760,220,55,True,False,0,11,0,1,0,1,,hs-ready,295,,0,
flag,func_flag_00400080,1060,265,True,True,71,26,0,1,1,0,,asm,,,0,
flag,func_flag_004004A4,124,31,True,True,0,7,0,1,1,0,,asm,,,0,
flag,func_flag_00400520,404,101,True,False,67,3,1,1,0,0,,asm,,,0,
flag,func_flag_004006BC,568,142,True,False,62,7,1,1,0,0,,asm,,,0,
flag,func_flag_004008F4,1052,263,True,True,40,23,0,1,1,1,,asm,,,0,
flag,func_flag_00400D54,1092,273,True,True,80,13,0,1,1,0,,asm,,,0,
flag,func_flag_00401198,356,89,True,True,17,6,0,1,1,1,,asm,,,0,
flag,func_flag_00401354,648,163,True,False,24,0,0,1,0,0,,asm,,,0,
sparks,func_sparks_00400194,88,22,True,False,0,0,0,1,0,0,,asm,,,0,
sparks,func_sparks_004001EC,144,36,True,True,0,1,1,1,1,0,,asm,,,0,
sparks,func_sparks_0040027C,228,57,True,True,6,6,1,1,1,0,,asm,,,0,
sparks,func_sparks_00400360,160,40,True,False,0,4,0,1,0,1,,asm,,,0,
sparks,func_sparks_00400400,60,16,True,False,0,0,1,1,0,0,,asm,,,0,
uvgrph_rom,func_uvgrph_rom_00400194,280,70,False,True,23,7,1,1,1,0,,asm,,,0,
uvgrph_rom,func_uvgrph_rom_00400370,844,212,False,True,70,37,1,1,1,0,,asm,,,0,
ai,func_ai_00400000,412,103,True,True,17,8,0,1,1,0,,asm,,,0,
ai,func_ai_0040019C,1792,448,True,False,38,0,0,1,0,0,,asm,,,0,
ai,func_ai_0040089C,392,98,True,False,10,2,1,1,0,0,,asm,,,0,
ai,func_ai_00400A24,408,102,True,False,14,3,0,1,0,0,,asm,,,0,
ai,func_ai_00400E40,216,54,True,False,0,0,1,1,0,0,,asm,,,0,
ai,func_ai_00400F18,216,54,True,False,0,0,1,1,0,0,,asm,,,0,
ai,func_ai_00400FF0,1964,491,True,True,60,11,0,1,1,1,,asm,,,0,
ai,func_ai_004017A4,584,146,True,False,44,8,0,1,0,1,,asm,,,0,
ai,func_ai_004019EC,664,166,True,False,74,15,0,1,0,0,,asm,,,0,
ai,func_ai_00401C84,620,155,True,False,76,18,0,1,0,1,,asm,,,0,
ai,func_ai_00401EF0,312,78,True,False,26,7,0,1,0,0,,asm,,,0,
ai,func_ai_00402028,432,108,False,False,59,18,1,1,1,0,S,asm,,,0,
ai,func_ai_004021E0,196,49,False,False,29,5,1,1,0,0,P3,no-seed,,,0,
ai,func_ai_004022A4,1460,365,True,False,159,23,0,1,0,1,,asm,,,0,
ai,func_ai_00402858,284,71,False,False,31,11,1,1,0,0,P3,no-seed,,,0,
ai,func_ai_00402974,156,39,True,False,15,4,1,1,0,1,,asm,,,0,
ai,func_ai_00402A10,208,52,False,False,29,8,1,1,0,0,P3,no-seed,,,0,
ai,func_ai_00402AE0,332,83,True,True,17,6,1,1,1,0,,asm,,,0,
ai,func_ai_00402C2C,544,136,True,False,19,8,0,1,1,0,,asm,,,0,
ai,func_ai_00402E4C,624,156,True,True,19,13,0,1,1,1,,asm,,,0,
ai,func_ai_004030BC,460,115,True,False,25,3,0,1,0,0,,asm,,,0,
ai,func_ai_00403288,448,112,True,False,23,11,0,1,0,1,,asm,,,0,
ai,func_ai_00403448,876,219,True,False,59,15,0,1,0,0,,asm,,,0,
ai,func_ai_004037B4,480,120,True,False,44,7,0,1,0,1,,asm,,,0,
ai,func_ai_00403994,748,187,True,False,68,18,0,1,0,1,,asm,,,0,
ai,func_ai_00403C80,708,177,True,True,41,16,0,1,1,1,,asm,,,0,
ai,func_ai_00403F54,272,68,True,False,0,6,1,1,0,0,,asm,,,0,
ai,func_ai_00404064,236,59,False,False,24,11,0,1,1,0,S,asm,,,0,
ai,func_ai_00404150,68,17,False,False,4,1,0,0,0,0,S,banked,,,0,
ai,func_ai_00404194,248,62,True,False,26,3,1,1,0,0,,asm,,,0,
ai,func_ai_004042A4,588,147,True,True,29,21,0,1,1,1,,asm,,,0,
ai,func_ai_004044F0,316,79,True,False,11,5,0,1,0,0,,asm,,,0,
ai,func_ai_0040462C,656,164,True,True,47,24,0,1,1,0,,asm,,,0,
ai,func_ai_004048BC,72,18,True,False,0,3,1,0,0,1,,asm,,,0,
ai,func_ai_0040490C,1244,311,True,False,80,14,0,1,0,1,,asm,,,0,
ai,func_ai_00404E10,916,229,True,True,47,22,0,1,1,1,,asm,,,0,
ai,func_ai_004051A4,384,96,True,True,2,5,0,1,1,1,,asm,,,0,
ai,func_ai_00405324,132,33,True,True,0,3,0,1,1,0,,asm,,,0,
ai,func_ai_004053A8,940,235,True,False,65,19,0,1,0,1,,asm,,,0,
ai,func_ai_00405754,108,27,True,False,3,0,1,1,0,0,,asm,,,0,
ai,func_ai_004057C0,772,193,True,True,33,14,0,1,1,0,,asm,,,0,
ai,func_ai_00405AC4,136,34,True,False,3,2,0,1,0,1,,asm,,,0,
ai,func_ai_00405B4C,320,80,True,True,27,11,0,1,1,1,,asm,,,0,
ai,func_ai_00405C8C,140,35,False,False,0,7,1,1,0,0,P1,no-seed,,,0,
ai,func_ai_00405D50,312,78,True,False,59,1,1,1,0,0,,asm,,,0,
ai,func_ai_00405E88,108,27,False,True,0,4,0,1,1,0,,asm,,,0,
ai,func_ai_00405EF4,556,139,True,True,0,11,0,1,1,0,,asm,,,0,
ai,func_ai_00406120,92,23,False,True,0,6,1,1,1,0,,asm,,,0,
ai,func_ai_0040617C,568,142,True,True,24,29,1,1,1,0,,asm,,,0,
ai,func_ai_004063B4,76,19,False,True,0,4,1,1,1,0,,asm,,,0,
ai,func_ai_00406400,1192,298,True,False,78,15,0,1,0,1,,asm,,,0,
ai,func_ai_004068A8,292,73,True,False,14,4,0,1,0,1,,asm,,,0,
ai,func_ai_004069CC,952,238,True,False,54,11,0,1,0,0,,asm,,,0,
ai,func_ai_00406D84,720,180,False,False,121,30,1,1,0,0,P3,no-seed,,,0,
ai,func_ai_00407054,1296,324,True,False,193,22,0,1,1,0,,asm,,,0,
ai,func_ai_004075B8,352,88,True,False,46,7,0,1,0,0,,asm,,,0,
ai,func_ai_00407724,88,23,False,False,0,2,0,1,0,0,S,asm,,,0,
smack,func_smack_004000E8,424,106,True,False,13,6,0,1,0,0,,asm,,,0,
smack,func_smack_00400290,252,63,True,True,7,7,0,1,1,1,,asm,,,0,
smack,func_smack_0040038C,672,168,True,False,32,30,0,1,1,1,,asm,,,0,
smack,func_smack_0040062C,340,85,True,True,5,17,0,1,1,0,,asm,,,0,
smack,func_smack_00400780,164,41,True,False,0,2,0,1,0,1,,asm,,,0,
smack,func_smack_00400824,312,78,True,False,3,3,0,1,0,1,,asm,,,0,
smack,func_smack_0040097C,1156,289,True,False,77,9,0,1,0,1,,asm,,,0,
smack,func_smack_00400E00,436,109,True,False,32,1,0,1,0,1,,asm,,,0,
smack,func_smack_00400FB4,652,163,True,False,60,10,0,1,0,0,,asm,,,0,
smack,func_smack_00401240,768,192,True,False,42,10,0,1,0,0,,asm,,,0,
smack,func_smack_00401540,52,16,False,False,0,1,0,0,0,0,S,hs-ready,485,,0,
track5,func_track5_0040188C,312,81,True,True,0,5,0,1,1,0,,asm,,,0,
expl,func_expl_004000E0,60,15,True,False,4,0,1,1,0,0,,asm,,,0,
expl,func_expl_0040011C,436,109,True,True,27,6,0,1,1,0,,asm,,,0,
expl,func_expl_004002D0,160,40,True,True,0,3,0,1,1,0,,asm,,,0,
expl,func_expl_00400370,292,76,True,True,27,7,0,1,1,0,,asm,,,0,
aiedit,func_aiedit_00400234,1560,390,True,False,127,25,0,1,0,0,,asm,,,0,
aiedit,func_aiedit_0040084C,240,60,True,True,7,6,0,1,1,1,,asm,,,0,
aiedit,func_aiedit_00400944,72,18,True,False,3,1,0,1,0,0,,asm,,,0,
aiedit,func_aiedit_004009E4,904,226,True,False,14,3,0,1,0,0,,asm,,,0,
aiedit,func_aiedit_00400D6C,48,12,True,False,0,0,1,1,0,0,,asm,,,0,
aiedit,func_aiedit_00400D9C,48,13,True,False,0,0,1,1,0,0,,asm,,,0,
uvintersect_rom,func_uvintersect_rom_00400144,796,199,True,False,110,22,1,1,0,1,,hs-import-ok,,,0,
uvintersect_rom,func_uvintersect_rom_00400460,100,25,False,False,15,1,1,0,0,0,P2,banked,,,0,
uvintersect_rom,func_uvintersect_rom_004004C4,108,27,False,False,17,1,1,0,0,0,P2,banked,60,,0,
uvintersect_rom,func_uvintersect_rom_00400530,464,116,True,False,70,10,1,1,0,0,,hs-ready,2480,,0,
uvintersect_rom,func_uvintersect_rom_00400700,260,65,True,False,48,2,1,1,0,0,,hs-import-ok,,,0,
uvintersect_rom,func_uvintersect_rom_00400804,312,78,True,False,35,2,1,1,0,0,,hs-ready,2350,,0,
uvintersect_rom,func_uvintersect_rom_0040093C,1316,329,True,False,169,19,0,1,0,0,,hs-ready,9955,,0,
uvintersect_rom,func_uvintersect_rom_00400E60,328,82,False,False,59,7,1,0,0,0,P2,hs-ready,6700,,0,
uvintersect_rom,func_uvintersect_rom_00400FA8,328,82,False,False,59,7,1,0,0,0,P2,hs-ready,5230,,0,
uvintersect_rom,func_uvintersect_rom_004010F0,552,138,False,False,108,6,1,0,0,0,P2,hs-ready,2220,,0,
uvintersect_rom,func_uvintersect_rom_00401318,1540,385,True,False,268,45,1,1,0,1,,hs-import-ok,,,0,
uvintersect_rom,func_uvintersect_rom_0040191C,272,68,False,False,30,10,1,0,1,0,S,hs-ready,820,,0,
